Product Name,Brand Name,Reviews
Endpoints,EP,Thank you for your quick response. We look forward to working with you in the future.,
Endpoints,EP,Excellent support from Sadiya Pathan,
SaaS Apps,SaaS,"The web experience with the different products is a little cumbersome to navigate. I have found myself going in a cycle through settings pages trying to find a parameter I know is there, but can't find anymore.",
Phoenix Cloud,Enterprise,"I have never been disappointed with Druva support and every support specialist I have worked with has been extremely knowledgeable and courteous. Sudhakar Bajpai was so patient with me and is a true professional who took the time to show me how to troubleshoot in case I may run into this again. Anyway, I hope that you value and reward your support personnel such as Sudhakar.",
Endpoints,EP,Good,
Phoenix Cloud,Enterprise,Thank you for your support. We look forward to working with you in the future.,
Phoenix Cloud,Enterprise,"This was a long standing, albeit non-system impacting, issue. I think I had two or three cases open for it since it happened each month. I beleive each time it was ""the logs say it was sending"", then I would comment back ""is there a log that says it was actually sent?"", then they would say there was an update or hotfix coming. The timeline wouldn't have mattered to me, as it was only impacting one person, but, I would have liked a response like, ""Hey it's going to take 2 months to fix this"" which would have been fine. It just reflected poorly on our IT because we had to inquire if the email was sent, that it should have sent, and then when it wasn't, we looked... not great. Again, this is the smallest of small issues, I just think communication or general understanding communicated to us could be improved.",
Phoenix Cloud,Enterprise,Great work by Vishal Sarode as always. Thank you Vishal!,
SaaS Apps,SaaS,Thank you for your prompt response. We look forward to working with you in the future.,
Phoenix Cloud,Enterprise,Support was fantastic. Followed through on each issue and provided timely resolution / workaround,
Endpoints,EP,this product is good but support not provided promptly,
Endpoints,EP,Had to escalate,
Phoenix Cloud,Enterprise,It was a pleasure to work with Support Engineer: Giri Pillarigunta; extremely professional and attentive to our company's needs.,
Phoenix Cloud,Enterprise,Fast response from the technical team.,
SaaS Apps,SaaS,Thank you and Much appreciated.,
Phoenix Cloud,Enterprise,The team did a great job handling the issues we had with the customer.,
SaaS Apps,SaaS,Support is always excellent.,
Endpoints,EP,Excellent support provided by Umesh.,
Phoenix Cloud,Enterprise,"your product is great, but pricing is high",
Endpoints,EP,"Druva Cloud vs. Druva Gov Cloud... that drop down box is so very often overlooked. Both on the clients themselves and as I did on the client download page. I don't have a solution, but wish there was a better way of making that choice more prominent. Perhaps something as simple as a comment in the error message when someone fails to logon. ""Make sure you are on the right server be it InSync cloud, GovCloud or on premise."" Or maybe break up the clients? One for Govcloud a separate download for InSync. Or maybe a configuration option in the setup program ""Is this to be a client for 1, 2, or 3"" Do users use more than one cloud on a single device?",
SaaS Apps,SaaS,Thank you for always providing a prompt response. We look forward to working with you in the future.,
Phoenix Cloud,Enterprise,Issue resolve as per expectation,
Phoenix Cloud,Enterprise,"The UI was preferred to the latest update. Now it is too complicated to navigate, with the same end results. Please make it straightforward with less excess info.",
Endpoints,EP,Umesh was professional and quick to respond with the information I needed.,
Endpoints,EP,It used to be easy to get in touch with an engineer. Now they want to email you instead of talking to you. They aren't available when you call. Frustrating.,
Phoenix Cloud,Enterprise,THANK FOR THE EXCEPTIONAL SUPPORT!,
Phoenix Cloud,Enterprise,Is there a plan to set an online data warehouse in China?,
Phoenix Cloud,Enterprise,Awesome!,
Endpoints,EP,much appreciated,
Phoenix Cloud,Enterprise,"For my ticket, assigned Engineer was Vikram Pawar, I am happy with engineer knowledge and how he communicate with customers and he is resolved mine couple of tickets' I am very much happy assigned engineer. Thanks.",
Endpoints,EP,Thanks again for the fast contact and resolution of my case,
Endpoints,EP,Aaquib Mulla provided me with a quick response and resolution ! Many Thanks Aaquib Mulla,
SaaS Apps,SaaS,Support Engineer was really helpful and Friendly and fixed the issue very quickly.,
SaaS Apps,SaaS,"First of all, I am thankful that you have weekend support. During our monthly restore exercise with my Mumbai colleague earlier today, we had issues with InSync. My call at approx. 11am EDT (8:30pm IST) was answered in under a minute. And Umesh knew exactly how to fix the Re-Configure issue with Microsoft 365. Great job and glad we were able to get issue fixed so quickly. Thanks!",
SaaS Apps,SaaS,Thank you for the fast and helpful assistance,
Phoenix Cloud,Enterprise,Pradeep is very knowledgeable and thorough. I appreciate his help.,
SaaS Apps,SaaS,Have your Engineers answer the phone stating who they are. Saying only hello in a tone wondering if anyone is there is awkward. Many times I have called an I'm not sure of their phone quality connection.,
Endpoints,EP,"The product is great. The support is great also. The only issue I have is licensing of the product is very strict and the ""unlimited"" term should not be used! :D",
Phoenix Cloud,Enterprise,Great professional support and prompt respond to solve the problem.,
Phoenix Cloud,Enterprise,Social,
Endpoints,EP,Thank you for your prompt response. Thank you for acquainting me with my poor English text.,
Endpoints,EP,Thank you for your prompt response.,
Phoenix Cloud,Enterprise,I am extremely lucky when I am able to get Giri Pillarigunta as a support engineer. His knowledge and professionalism goes above and beyond the support you would get with most engineers. Druva should feel very lucky to have him on board.,
Phoenix Cloud,Enterprise,Thank you for your prompt response.,
Phoenix Cloud,Enterprise,Thank you for your prompt response.,
Endpoints,EP,Thank you for your prompt response,
Endpoints,EP,Great help from Vipul as always!,
Phoenix Cloud,Enterprise,"I am impressed by the technical knowledge and support skills of the engineers and customer representatives, well done.",
Phoenix Cloud,Enterprise,Our engineer was AWESOME today and was able to get us back into backup state very quickly. Thank you!!,
SaaS Apps,SaaS,all good man!,
Endpoints,EP,Thank you for your prompt response.,
Endpoints,EP,Thank you for your prompt response.,
Native Workloads (CloudRanger),Enterprise,Quick and professional,
Phoenix Cloud,Enterprise,Support person was professional and helpful. Response time was good. Thank you.,
Phoenix Cloud,Enterprise,Pradeep is a rock star. 5 Stars!!!,
inSync On-Premise,EP,Good support,
Endpoints,EP,good,
Phoenix Cloud,Enterprise,Thank you Giri,
Phoenix Cloud,Enterprise,Good customer support,
Phoenix Cloud,Enterprise,I always have great service from all the techs. Always resolve the issues and follow up as promised!,
SaaS Apps,SaaS,"Communication with me was very poor. I don't know if there was a language barrier, but descriptions in requests were completely unhelpful. I asked for escalation but was still addressed by the same unhelpful support person, Yash. Time to resolve was taken up with terse and unhelpful remarks. Disappointed.",
SaaS Apps,SaaS,good job,
Endpoints,EP,"I am not a fan of the recent changes to the Admin interface. I don't like that device operations are split out into two separate sections. Disable / Delete are reparaged from Decommission / Hold / etc. When I bring up a person then look at a device, I want to see all functions for the device. Not navigage to separe sections to get to what I need. This lead the the problem of selecting deleted instead of finding decommissioned. The functions are separated from the device so it's not clear they are there.",
